,speaker,content,block,session,labels_h,labels
2274,Dash,//That’s me.,2,1902,question,4
2275,Natash,//Dasha.,2,1902,statement,0
2276,Dash,"All you have is fluid. Not, not that… Hydrogeologist…",2,1902,floor-grabber,3
2277,Nastya to Ali,Did you [UI]do that?,2,1902,statement,0
2278,Ali,Yes.,2,1902,floor-grabber,3
2279,Nasty,[UI],2,1902,question,4
2280,Ali,Breathed… [UI],2,1902,statement,0
2281,Natash,"Well, I don’t know.",2,1902,question,4
2282,Ali,There’s some music there.,2,1902,statement,0
2283,Dash,"Mikhalich, I have something for you.",2,1902,statement,0
2284,Audi,Meteorology specialist Session C has logged out.,2,1902,statement,0
2285,Ali,"Ryan, what was that?",2,1902,statement,0
2286,Rya,"If you right click on anything on the screen, it will read out loud.",2,1902,question,4
2287,Zheny,It just reads it out loud.,2,1902,floor-grabber,3
2288,Nasty,Where did you click?,2,1902,statement,0
2289,Ali,Right click here. And read out loud.,2,1902,statement,0
2290,Natash,[UI],2,1902,statement,0
2291,Nasty,For slow learners.,2,1902,statement,0
2292,Nasty,"Ryan, why aren’t you wearing a vest?",2,1902,question,4
2293,Rya,[UI],2,1902,statement,0
2294,Dash,"[UI]… nakie, pudgy.//Cut that out later.",2,1902,question,4
2295,Natash,//[UI],2,1902,disruption,1
2296,Rya,Wait.,2,1902,question,4
2297,Nastya to Dash,You need to say all that in English.,2,1902,statement,0
2298,Dash,I don’t know how to say “nakie.” If you’re right [UI],2,1902,statement,0
2299,Rya,Nakie?,2,1902,question,4
2300,Ali,//Naked.,2,1902,statement,0
2301,Dash,"No, I mean “nakie.”",2,1902,question,4
2302,Rya,¬What about it?,2,1902,question,4
2303,Natash,//Not about you.,2,1902,question,4
2304,Dash,//It’s about you but not naked.,2,1902,backchannel,2
2305,Zheny,//[UI],2,1902,disruption,1
2306,Natasha to Dash,I’m protecting you.,2,1902,question,4
2307,Dash,"No, that’s a fine //word.",2,1902,statement,0
2308,Nastya to Ali,Say it.,2,1902,statement,0
2309,Ali,Why me?,2,1902,statement,0
2310,Nasty,"No, how do you say the diminutive version in English?",2,1902,statement,0
2311,Ali,"Ah, for “nakie?”",2,1902,question,4
2312,Nasty,Yes.,2,1902,statement,0
2313,Ali,Naked butt.,2,1902,floor-grabber,3
2314,Nasty,No!,2,1902,statement,0
2315,Dash,That’s very…,2,1902,statement,0
2316,Natash,//Rude.,2,1902,statement,0
2317,Dash,//We’re not like that.,2,1902,floor-grabber,3
2318,Nasty,"Dasha, you aren’t like that.",2,1902,statement,0
2319,Dash,I held on… How do you say “nakie?” How do you say it nicely?,2,1902,question,4
2320,Ali,"I can’t remember right now, Dasha. Seriously.",2,1902,floor-grabber,3
2321,Dash,"Not what you say to a grown-up, but to kids.",2,1902,statement,0
2322,Alik to Rya,//[UI],2,1902,disruption,1
2323,Dash,Yes.,2,1902,statement,0
2324,Natash,//[UI],2,1902,disruption,1
2325,Nasty,//[UI],2,1902,disruption,1
2326,Rya,Nakie.,2,1902,disruption,1
2327,Ali,Nakie?,2,1902,disruption,1
2328,Rya,Nakie.,2,1902,statement,0
2329,Ali,There you go “nakie.”,2,1902,statement,0
2330,Rya,"That’s what you say to a toddler, like… Nakie butt.",2,1902,disruption,1
2331,Ali,"I didn’t even hear that one, so…",2,1902,statement,0
2332,Rya,That is [SL] used more commonly.,2,1902,statement,0
2333,Ali,"Ok, got it.",2,1902,statement,0
2334,Dash,Nakie?,2,1902,question,4
2335,Ali,Nakie.,2,1902,statement,0
2336,Rya,It’s like a cute way of saying “naked.”,2,1902,statement,0
2337,Ali,That’s what they say to children.,2,1902,statement,0
2338,Dash,"Well, I get it.",2,1902,question,4
2339,Ali,[UI],2,1902,statement,0
2340,Nasty,//Just a bit left.,2,1902,statement,0
2341,Ryan to Dash,//[UI],2,1902,disruption,1
2342,Natash,Ah how do you say “vest” in English again?,2,1902,statement,0
2343,Ali,Vest.,2,1902,backchannel,2
2344,Natash,Vest?,2,1902,question,4
2345,Ali,Vest.,2,1902,statement,0
2346,Natash,Vest  like “west”?,2,1902,statement,0
2347,Ali,"No – “V.” Not “west,” but “vest.”",2,1902,floor-grabber,3
2348,Natash,Vest.,2,1902,disruption,1
2349,Ali,“West” is with a “W.”,2,1902,statement,0
2350,Nasty,[UI],2,1902,floor-grabber,3
2351,Ali,[UI],2,1902,statement,0
2352,Dash,"Ah, I’m an idiot, just like [UI]. [UI].",2,1902,statement,0
2353,Ali,//[UI],2,1902,disruption,1
2354,Dash,[UI],2,1902,statement,0
2355,Ali,[UI],2,1902,question,4
2356,Rya,[UI],2,1902,statement,0
2357,Nasty,My abs are sore from laughing.,2,1902,statement,0
2358,Nasty,"Shoot, when will the video probably be? Today or tomorrow? Depending on how the loading goes.",2,1902,disruption,1
2359,Natash,Today we can still do it…,2,1902,question,4
2360,Ali,What?,2,1902,backchannel,2
2361,Nasty,"Yes, learn the phrase. I sent it to you. Did you read my radiogram?",2,1902,disruption,1
2362,Dash,Yes.,2,1902,question,4
2363,Natash,I saw it. I just thought I should read it when there is an assignment.,2,1902,statement,0
2364,Nasty,//You need to learn it.,2,1902,statement,0
2365,Dash,The task has been set.,2,1902,question,4
2366,Natash,The time has not.,2,1902,statement,0
2367,Ali,"Zhenya, did you read it?",2,1902,question,4
2368,Zheny,"Well, of course.",2,1902,disruption,1
2369,Nasty,Yes.,2,1902,disruption,1
2370,Ali,Did you learn it already?,2,1902,statement,0
2371,Zheny,Long ago. Since the morning.,2,1902,disruption,1
2372,Natash,//[UI],2,1902,disruption,1
2373,Nasty,"Ryan also learned it, right?",2,1902,disruption,1
2374,Natash,"//Well, can anyone say anything about this phrase?",2,1902,question,4
2375,Rya,//We wish all participants…,2,1902,statement,0
2376,Dash,My sweety.,2,1902,statement,0
2377,Rya,Olympiads… scientific and… crea…,2,1902,backchannel,2
2378,Nasty,"Ah, creative, yes.",2,1902,statement,0
2379,Rya,Creative victories… and… a bright future. Future?,2,1902,statement,0
2380,Ali,#NAME?,2,1902,statement,0
2381,Zheny,Nice job.,2,1902,statement,0
2382,Dash,Who has sedimentologist? //Zhenya?,2,1902,question,4
2383,Zheny,//I do… [UI],2,1902,statement,0
2384,Nastya to Rya,Do you know what means what Dasha told you?,2,1902,statement,0
2385,Rya,Did she tell me personally?,2,1902,question,4
2386,Nasty,Sweety.,2,1902,statement,0
2387,Dash,"Ah, sweety?",2,1902,disruption,1
2388,Nasty,Did you say that?,2,1902,statement,0
2389,Dash,"Sweet, sweety. I don’t remember…",2,1902,question,4
2390,Rya,Sweet something…,2,1902,question,4
2391,Ali,"Yes, sweet.",2,1902,statement,0
2392,Dash,Why do you vulgarize everything immediately?,2,1902,statement,0
2393,Nasty,"We’re not vulgarizing, there’s nothing to vulgarize…",2,1902,statement,0
2394,Ali,"No, this is all very nice.",2,1902,statement,0
2395,Nasty,Yes… Dasha and I have winter [UI]?,2,1902,question,4
2396,Dash,Yes.,2,1902,statement,0
2397,Nasty,Yes.,2,1902,statement,0
2398,Nasty,"And how, if… Well, I’m just thinking right now we’ll all just stand up here…",2,1902,question,4
2399,Zheny,And hang a new one inside and that’s it.,2,1902,statement,0
2400,Nasty,"Yes, but there will also be those legs…",2,1902,statement,0
2401,Zheny,What?,2,1902,statement,0
2402,Nasty,Under the camera.,2,1902,question,4
2403,Zheny,"Well, under the camera. [UI] they do it under the camera. They print it just like that and hang it all right on the Velcro.",2,1902,statement,0
2404,Dash,"Shoot, but it’s obvious that eyes are moving.",2,1902,question,4
2405,Zheny,"No, well if it’s hung well under the camera no one will see it.",2,1902,statement,0
2406,Ali,"But they’ll read it from the disk, right?",2,1902,question,4
2407,Zheny,"They will look at the disks on the side, generally. Of course, it’s visible…",2,1902,statement,0
2408,Nasty,"Well, anyway, we’ll mess with it and see.",2,1902,statement,0
2409,Dash,Of course.,2,1902,statement,0
2410,Natash,"After dinner we’ll do it, right?",2,1902,question,4
2411,Nasty,Of course.,2,1902,statement,0
2412,Dash,Yes. What’s with you?,2,1902,statement,0
2413,Zheny,Saliva will flow on an empty stomach.,2,1902,question,4
2414,Nasty,[UI],2,1902,statement,0
2415,Natash,I already set it up so that next time not as much goes into this envelope.,2,1902,statement,0
2416,Dash,"Oh, no. [UI]… [UI] that on April 12 nothing [UI]",2,1902,statement,0
2417,Zheny,There’s enough of everything without that.,2,1902,statement,0
2418,Nasty,"Summer will be totally boring, I think. June or something…",2,1902,statement,0
2419,Zheny,I still don’t think they will let everyone off work.,2,1902,statement,0
2420,Zheny,Sedimentologist.,2,1902,statement,0
2421,Nasty,Tom Cruise is here…,2,1902,statement,0
2422,Natash,Mhm.,2,1902,statement,0
2423,Zheny,He’s building some underground house for himself.,2,1902,statement,0
2424,Nasty,Really?,2,1902,statement,0
2425,Zheny,They showed it.,2,1902,statement,0
2426,Nasty,What’s this house? What’s the plan? What’s the point?,2,1902,question,4
2427,Zheny,Well they’re building practically five floors underground.,2,1902,question,4
2428,Nasty,In case of nuclear war or something?,2,1902,statement,0
2429,Zheny,Yeah. And aliens.,2,1902,statement,0
2430,Zheny,Travolta did a good job. He bought a plane and flies around in peace.,2,1902,statement,0
2431,Nasty,"I don’t know, what’s up with him?",2,1902,statement,0
2432,Zheny,What?,2,1902,question,4
2433,Nasty,With Travolta.,2,1902,statement,0
2434,Zheny,"Well, he has an amazing [UI]. //[UI]",2,1902,disruption,1
2435,Ali,//[UI],2,1902,disruption,1
2436,Zheny,"[UI]…He has a Boeing, I think, a nice one.",2,1902,disruption,1
2437,Ali,Yes.,2,1902,statement,0
2438,Zheny,Done!,2,1902,statement,0
2439,Ali,Done!,2,1902,statement,0
2440,Ali,"So, now D Church nine, please.",2,1902,statement,0
2441,Zheny,That’s it? We’re closing it?,2,1902,question,4
2442,Natash,Do we turn this off?,2,1902,statement,0
2443,Ali,"Yes, there is nothing after that.",2,1902,statement,0
2444,Natash,Do we remove the mic?,2,1902,question,4
2445,Ali,"No, no, no. //First D Church nine, then… //Leave them on for now.",2,1902,statement,0
2446,Dash,"So we don’t close the tabs, right?",2,1902,statement,0
2447,Ali,We close everything. You don’t need your computer now. //Only D Church nine and then we turn off the recorders/,2,1902,statement,0
2448,Natash,//[UI],2,1902,disruption,1
2449,Rya,[UI]. Number nine.,2,1902,question,4
2450,Ali,"Yeah, number nine.",2,1902,disruption,1
2451,Natash,I love filling out questionnaires with [UI].,2,1902,statement,0
2452,Dash,It’s cool. [UI] too.,2,1902,statement,0
2453,Natash,[UI] we really like it.,2,1902,statement,0
2454,Zheny,"D Church nine, right?",2,1902,statement,0
2455,Ali,Yes.,2,1902,statement,0
2456,Natash,"Extraterrestrial… sounds really [UI], honestly.",2,1902,question,4
2457,Nasty,I don’t understand the meaning of this at all…,2,1902,statement,0
2458,Zheny,It’s a very deep meaning… You won’t get it right away… I only started to understand recently.,2,1902,statement,0
2459,Ali,Years…,2,1902,question,4
2460,Zheny,Yes.,2,1902,statement,0
2461,Zheny,What do we need to do here?,2,1902,statement,0
2462,Ali,"Middle, you neither agree nor disagree.",2,1902,statement,0
2463,Zheny,"No, in this one here…",2,1902,statement,0
2464,Ali,"Ah, I’m not there yet.",2,1902,statement,0
2465,Dash,You need to match people…,2,1902,statement,0
2466,Natash,"Match these people, and these people…",2,1902,question,4
2467,Ali,"Ah, just drag people on these.",2,1902,question,4
2468,Zheny,"Ah, any…",2,1902,question,4
2469,Natash,Here you see a Martian. It’s like the Martian this Martian was with.,2,1902,statement,0
2470,Zheny,And how should I know?,2,1902,statement,0
2471,Ali,No. //It’s what you think.,2,1902,statement,0
2472,Natash,//Well you make an assumption.,2,1902,floor-grabber,3
2473,Zheny,But what do I think?,2,1902,statement,0
2474,Ali,There is no right answer. Whatever you think.,2,1902,statement,0
2475,Zheny,"One is enough, right?",2,1902,statement,0
2476,Natash,You need two.,2,1902,question,4
2477,Ali,Two people.,2,1902,statement,0
2478,Dash,Between two and four.,2,1902,statement,0
2479,Zheny,"Fine, so three.",2,1902,disruption,1
2480,Ali,//[UI],2,1902,disruption,1
2481,Natash,"No, you can only do two… But you can guess as many as you want… So, the Martians… The only one in Sirius you know. You can write that one correctly.",2,1902,statement,0
2482,Zheny,"//Done, too late.",2,1902,disruption,1
2483,Nasty,//[UI],2,1902,disruption,1
2484,Natash,//[UI],2,1902,disruption,1
2485,Zheny,Already done.,2,1902,disruption,1
2486,Dash,"Shoot, I didn’t turn mine off. You turned yours off, right?",2,1902,statement,0
2487,Rya,"Yes, I did.",2,1902,question,4
2488,Natash,//There’s a white screen anyway…,2,1902,statement,0
2489,Zheny,//She forgot to send a letter.,2,1902,statement,0
2490,Dash,"No, I have the presentation there.",2,1902,statement,0
2491,Ali,Your Mike there is still waiting.,2,1902,disruption,1
2492,Dash,"Oy, this thing is here…",2,1902,statement,0
2493,Zheny,[UI] didn’t send.,2,1902,statement,0
2494,Dash,[UI],2,1902,question,4
2495,Nastya to Ali,Who else is doing this today?,2,1902,statement,0
2496,Ali,//Our people.,2,1902,statement,0
2497,Natash,"//Dasha, who did you have?",2,1902,statement,0
2498,Dash,//Biomechanic.,2,1902,statement,0
2499,Natash,I’m not sure who was drilling…,2,1902,disruption,1
2500,Nasty,That was…,2,1902,statement,0
2501,Natash,"No, I mean…",2,1902,disruption,1
2502,Natash,Ah [UI] was with hydro…,2,1902,question,4
2503,Nasty,Geologist.,2,1902,statement,0
2504,Natash,"[UI]…Ryan, who did you have?",2,1902,question,4
2505,Dasha to Rya,You had //maintenance.,2,1902,statement,0
2506,Rya,//Maintenance. Maintenance specialist.,2,1902,question,4
2507,Natash,[UI]…All these no… there is Terra.,2,1902,statement,0
2508,Nasty,How should I know?,2,1902,statement,0
2509,Nasty,"Oh, that’s it! That’s us. We need to be //good.",2,1902,statement,0
2510,Natash,//Efficient.,2,1902,statement,0
2511,Nasty,"//Yes, good? Turn it off?",2,1902,disruption,1
2512,Ali,Yes. You can turn everything off. The recording…,2,1902,statement,0
2513,Zheny,"All of it, right?",2,1902,statement,0
2514,Ali,"Yes… Remove the recorders… First the red button, then “Stop”- the square on the right, and then you can turn it off.",2,1902,disruption,1
2515,Zheny,Do we need to hit the red?,3,1902,disruption,1
2516,Ali,"Well, it doesn’t matter. It won’t turn off without “Stop.”",3,1902,disruption,1
2517,Dash,I’m done. I’m not going anywhere else.,0,1904,statement,0
2518,Ali,Ok.,0,1904,question,4
2519,Stefani,"Well, I think we are picking the second option [SL] for attaching electrodes.",0,1904,question,4
2520,Zheny,Where? On the butt?,0,1904,question,4
2521,Stefani,"Yes. They said you can put them wherever it’s comfortable, so they don’t interfere with your work. The long-term ones.",0,1904,question,4
2522,Zheny,"On the tummy is stylish, right?",0,1904,statement,0
2523,Stefani,Anywhere.,0,1904,statement,0
2524,Zhenya to Rya,"Where do you like to put them, bro?",0,1904,statement,0
2525,Rya,Stomach.,0,1904,statement,0
2526,Stefani,In the suit you can put it there… It will be on your chest. In your ears – sure. You’ll have headphones in – that won’t be comfortable.,0,1904,statement,0
2527,Rya,"Yeah,  yes.",0,1904,question,4
2528,Zheny,"Well, fine.",0,1904,statement,0
2529,Stefani,"Oh, here we have one more paper. Or did we do that already?",0,1904,statement,0
2530,Ali,We did it.,0,1904,question,4
2531,Ali,"So. Well, first we log in, sign in.",0,1904,statement,0
2532,Stefani,Such a tiresome day today.,0,1904,disruption,1
2533,Nasty,Mhm.,0,1904,question,4
2534,Zheny,"Well, there is a little. Somehow…",0,1904,question,4
2535,Zheny,"And what about tomorrow? When we give blood – anyway, probably not [UI]",0,1904,floor-grabber,3
2536,Stefani,"So, we are not Crew [SL] cognition, right? We are…",0,1904,statement,0
2537,Ali,"No, we’re in the first table. Sirius three and so on.",0,1904,floor-grabber,3
2538,Stefani,Username…,0,1904,statement,0
2539,Nasty,Have we turned on the recording yet?,0,1904,question,4
2540,Stefani,"Crew three, right, log in?",0,1904,statement,0
2541,Ali,"Not yet, let’s log in first. Everyone logged in…",0,1904,statement,0
2542,Nasty,I am so hungry.,0,1904,question,4
2543,Stefani,[UI],0,1904,question,4
2544,Zheny,Hungry? //Should we cut this or something?,0,1904,question,4
2545,Nasty,//Really hungry! Know what? I want one of those buttery cookies.,0,1904,question,4
2546,Dasha to Zheny,"//Yes, lower.",0,1904,statement,0
2547,Zhenya to Nasty,You want the buttery one?,0,1904,question,4
2548,Nasty,Can you split it?,0,1904,question,4
2549,Stefani,And salty.,0,1904,statement,0
2550,Nasty,"Ah, Zhenya, the buttery one – over there.",0,1904,floor-grabber,3
2551,Zheny,Are these salty?,0,1904,statement,0
2552,Stefani,"Yes, thanks.",0,1904,question,4
2553,Dash,Only here there will be a locomotive with [SL] appendages.,0,1904,floor-grabber,3
2554,Zheny,We don’t have a locomotive today; we get a helicopter today.,0,1904,statement,0
2555,Nasty,I’ll put this here.,0,1904,question,4
2556,Stefani,"Yes, I will [UI] this now.",0,1904,statement,0
2557,Nasty,You know where I found the scissors? Next to you over there on the shelf.,0,1904,statement,0
2558,Stefani,On the shelf?,0,1904,disruption,1
2559,Dash,Take fifty.,0,1904,statement,0
2560,Stefani,"They don’t smell like fish, so these scissors aren’t from the kitchen.",0,1904,floor-grabber,3
2561,Nasty,"Well, but we don’t wash them.",0,1904,question,4
2562,Stefani,All kitchen scissors smell like fish.,0,1904,statement,0
2563,Dash,Because you’re always smelling the same pair of scissors.,0,1904,statement,0
2564,Stefani,That’s probably the scissors from my [SL] cabin then.,0,1904,statement,0
2565,Ali,"Zhenya, did you log in?",0,1904,statement,0
2566,Zhenya to Rya,"Did I log in, bro?",0,1904,question,4
2567,Rya,Mhm.,0,1904,statement,0
2568,Zheny,Yes.,0,1904,statement,0
2569,Rya,He’s ready.,0,1904,statement,0
2570,Alik to Zheny,Is the recorder on?,0,1904,question,4
2571,Zheny,"Well, I’m ready.",0,1904,statement,0
2572,Ali,"Ah, we’ll just turn it on together now.",0,1904,question,4
2573,Dash,Who wants?,0,1904,statement,0
2574,Zheny,"Yeah, come on, already.",0,1904,disruption,1
2575,Ali,"Stef, did you turn on the recorder?",0,1904,statement,0
2576,Stefani,What?,0,1904,statement,0
2577,Ali,The recorder.,0,1904,statement,0
2578,Stefani,Not yet.,0,1904,disruption,1
2579,Dash,"Take it, take it, take it. Ryan…",0,1904,statement,0
2580,Stefani,Not after the salty one.,0,1904,statement,0
2581,Dash,Take it now. Then maybe you can have some.,0,1904,floor-grabber,3
2582,Stefani,"Ah, well fine. Thanks.",0,1904,backchannel,2
2583,Ali,"I don’t want any, thanks.",0,1904,statement,0
2584,Stefani,It looks very pretty.,0,1904,question,4
2585,Nasty,Team spirit – everyone eats… Come on!,0,1904,statement,0
2586,Ali,Yeah?,0,1904,question,4
2587,Dash,Even Zhenya took some.,0,1904,statement,0
2588,Zheny,"Yep. //See, I am sitting here eating in disgust.",0,1904,question,4
2589,Stefani,So girly and pink…[UI],0,1904,statement,0
2590,Dasha to Ali,Well? Command away!,0,1904,statement,0
2591,Ali,[UI],0,1904,question,4
2592,Nasty,[UI] [imitating Alik chewing and talking],0,1904,question,4
2593,Zheny,[UI] [imitating Alik chewing and talking],0,1904,statement,0
2594,Ali,"Three, //two, one! Here we go!",0,1904,statement,0
2595,Stefani,"//Two, one…",0,1904,statement,0
2596,Ali,"Open the folder Project Red, Training, Training videos.",0,1904,statement,0
2597,Stefani,[UI],0,1904,statement,0
2598,Nasty,When I enter [UI],0,1904,statement,0
2599,Ali,And we turn on the first one.,0,1904,statement,0
2600,Stefani,Why did you tell me to put away my headphones?,0,1904,statement,0
2601,Nasty,Headphones… [UI],0,1904,question,4
2602,Ali,"Yes, you can listen individually. Just listen – the clock is going.",0,1904,question,4
2603,Zheny,Yes. That’s the right thing to do.,0,1904,statement,0
2604,Ali,First video – Project Red Design Overview.,0,1904,question,4
2605,Zheny,Okay.,0,1904,statement,0
2606,Nasty,This video.,0,1904,question,4
2607,Dash,And I need your cups.,0,1904,statement,0
2608,Stefani,Cups.,0,1904,statement,0
2609,Nastya to Dash,"Thank you, dear.",0,1904,statement,0
2610,Dash,"Well, somehow it’s not very [UI]",0,1904,statement,0
2611,Nasty,Like… Tastes like bubblegum or something.,0,1904,statement,0
2612,Rya,Mhm.,0,1904,statement,0
2613,Nasty,It tastes like gum.,0,1904,statement,0
2614,Zheny,Yes.,0,1904,question,4
2615,Stefani,How should it taste? //Amaretto?,0,1904,statement,0
2616,Rya,//How do you say that in Russian?,0,1904,statement,0
2617,Nasty,Zhvachka [gum].,0,1904,disruption,1
2618,Rya,Zhvachka.,0,1904,statement,0
2619,Ali,Gum. Chewing…,0,1904,floor-grabber,3
2620,Stefani,Zhevat [to chew].,0,1904,statement,0
2621,Rya,Zhevat.,0,1904,question,4
2622,Stefani,"Zhevat, mhm.",0,1904,statement,0
2623,Rya,Mhm.,0,1904,floor-grabber,3
2624,Stefani,"Okay, Project Red Design Overview, right?",0,1904,statement,0
2625,Ali,"Mhm, we’re watching the first video.",0,1904,floor-grabber,3
2626,Stefani,[UI],0,1904,floor-grabber,3
2627,Nasty,Coffee is almost ready.,0,1904,statement,0
2628,Zheny,Zhevat.,0,1904,floor-grabber,3
2629,Ali,Mhm. Can you cut me a slice?,0,1904,statement,0
2630,Rya,Yeah. Take this.,0,1904,question,4
2631,Nasty,"No, later.",0,1904,statement,0
2632,Stefani,Thanks.,0,1904,statement,0
2633,Dash,Seven fifty.,0,1904,question,4
2634,Nasty,Thank you.,0,1904,statement,0
2635,Dash,From you – seven.,0,1904,question,4
2636,Nasty,What?,0,1904,statement,0
2637,Dash,Nothing.,0,1904,statement,0
2638,Nasty,So good.,0,1904,statement,0
2639,Dash,"Alik, everything okay?",0,1904,statement,0
2640,Zheny,He’s just engrossed.,0,1904,disruption,1
2641,Ali,"Yes, such verse here.",0,1904,statement,0
2642,Rya,What’s funny?,0,1904,statement,0
2643,Nasty,He… [imitating Alik],0,1904,disruption,1
2644,Ali,"Okay, let’s work. Let’s work.",0,1904,disruption,1
2645,Dash,"Alik, watch the video.",0,1904,statement,0
2646,Zheny,"Watch, [UI].",0,1904,question,4
2647,Dasha to Ali,I’m not covering anything //with paper for you?,0,1904,statement,0
2648,Zheny,//So…,0,1904,floor-grabber,3
2649,Ali,Did you like it?,0,1904,statement,0
2650,Zheny,Sort of…,0,1904,statement,0
2651,Ali,You can watch it again.,0,1904,statement,0
2652,Dash,"Actually, the more you watch it, the more interesting it gets. It overtakes everything.",0,1904,floor-grabber,3
2653,Zheny,Yes.,0,1904,statement,0
2654,Stefani,//What?,0,1904,disruption,1
2655,Dash,You won’t understand all the films the first time.,0,1904,question,4
2656,Stefani,How did it end? Who is the killer?,0,1904,statement,0
2657,Dash,"Don’t spoil it, don’t spoil it.",0,1904,question,4
2658,Zheny,"Ah, something isn’t clear.",0,1904,statement,0
2659,Stefani,"So, it was the butler, right? I saw that one.",0,1904,disruption,1
2660,Zheny,"Yes, there is one.",0,1904,floor-grabber,3
2661,Dash,Shows on Channel One. [Pervy Kanal:TV Channel in Russia],0,1904,disruption,1
2662,Stefani,"//Yeah, right!",0,1904,disruption,1
2663,Ali,"//After this video, when we finish watching it, we watch the individual video. In the same folder.",0,1904,statement,0
2664,Zheny,Terrain specialist.,0,1904,question,4
2665,Ali,Mhm.,0,1904,statement,0
2666,Stefani,Oy.,0,1904,statement,0
2667,Ali,Here you can take a nap for fourteen minutes.,0,1904,statement,0
2668,Zheny,"Oh, yes.",0,1904,question,4
2669,Nasty,"Shoot, what else is there to eat?",0,1904,statement,0
2670,Stefani,What?,0,1904,statement,0
2671,Nasty,Anything else to munch on? For some reason I’m really…,0,1904,question,4
2672,Zheny,"We have those things… What are they, //chips.",0,1904,statement,0
2673,Stefani,//Salty snacks… Maybe these rings?,0,1904,question,4
2674,Nasty,"No, something sweet.",0,1904,statement,0
2675,Stefani,Or take some chocolate. Chocolate is there.,0,1904,disruption,1
2676,Dash,Did you all have pictures here?,0,1904,statement,0
2677,Stefani,Like these.,0,1904,disruption,1
2678,Dash,The pictures are pretty on the last tab.,0,1904,statement,0
2679,Zheny,"You can look later. Now we watch the film, and then…",0,1904,statement,0
2680,Ali,We’ll look at the end of the project.,0,1904,question,4
2681,Nastya to Ali,Can I?,0,1904,statement,0
2682,Ali,"Yes, of course.",0,1904,question,4
2683,Stefania to Nasty,"Help me make sure I do two things: a medical check for Ryan, which I  have tried to do five times today, and running on the treadmill after my sixth cracker.",0,1904,statement,0
2684,Nasty,Still [SL] Touch and then…,0,1904,question,4
2685,Stefani,[SL] touch…,0,1904,statement,0
2686,Nasty,"Ah, that’s tomorrow…",0,1904,statement,0
2687,Dash,"This was all recorded, so you can listen.",0,1904,statement,0
2688,Ali,What is this?,0,1904,statement,0
2689,Zheny,"Twenty fourth, twenty fifth shot…",0,1904,question,4
2690,Alik to Dash,"No, [UI]",0,1904,statement,0
2691,Nasty,The cookies helped me. Went down well.,0,1904,statement,0
2692,Zheny,Which one?,0,1904,statement,0
2693,Stefani,//The fifth.,0,1904,backchannel,2
2694,Nasty,//The buttery one.,0,1904,statement,0
2695,Zheny,"Ah, the buttery one?",0,1904,question,4
2696,Nasty,Mhm.,0,1904,question,4
2697,Zheny,Now they will load all the way…,0,1904,statement,0
2698,Zhenya,Is it me or did they just turn off the ventilation?,0,1904,disruption,1
2699,Dash,Something happened. I don’t know.,0,1904,question,4
2700,Stefani,Feel a draft?,0,1904,question,4
2701,Zheny,"Well, for some reason the [air] circulation is weak.",0,1904,floor-grabber,3
2702,Nasty,Sometimes…,0,1904,statement,0
2703,Zheny,"The noise is gone, right?",0,1904,disruption,1
2704,Dash,"Yes,  yes, yes.",0,1904,question,4
2705,Nasty,Sometimes that happens.,0,1904,statement,0
2706,Zheny,"Well, fine.",0,1904,statement,0
2707,Nasty,Do I need to adjust my volume after the cookie?,0,1904,question,4
2708,Zheny,Use the scissors to adjust the sound.,0,1904,question,4
2709,Nastya to Stefani,Don’t worry. Everything is fine.,0,1904,statement,0
2710,Zheny,She got a bit confused.,0,1904,statement,0
2711,Zheny,Mhm… You could put matches [into your eyes not to fall asleep],0,1904,question,4
2712,Ali,[SL] Stop.,0,1904,statement,0
2713,Nasty,We need those glasses with eyes.,0,1904,statement,0
2714,Zheny,Do you need glasses? Maybe meditation beads?,0,1904,statement,0
2715,Nasty,We can all sit like this…,0,1904,statement,0
2716,Nasty,Only Ryan would be in normal glasses.,0,1904,statement,0
2717,Dash,Yes so… Could we do that?,0,1904,statement,0
2718,Zheny,"Yes, damn it all!",0,1904,question,4
2719,Rya,I wanna go!,0,1904,statement,0
2720,Stefani,Totally awesome!,0,1904,statement,0
2721,Stefani,He changed his mind.,0,1904,statement,0
2722,Zheny,I just did that for you [UI],0,1904,statement,0
2723,Dash,"No, not because I [UI]. I see [UI] like an air freshener [UI].",0,1904,statement,0
2724,Zheny,Excellent. These muscles already hurt for me.,0,1904,statement,0
2725,Stefani,"Oy, [SL] very soon.",0,1904,question,4
2726,Nasty,Coffee helped too. Woke me right up.,0,1904,question,4
2727,Stefania, Lucky you.,0,1904,backchannel,2
2728,Nasty,"And cookies. You know, it sent my glucose in the right direction.",0,1904,statement,0
2729,Stefani,Sent… your blood sugar…,0,1904,statement,0
2730,Dash,And what are you all having here?,0,1904,question,4
2731,Nasty,I’m having some nuts… Do you want chocolate?,0,1904,statement,0
2732,Zheny,Hope I don’t hurt my mouth here. [from yawning],0,1904,statement,0
2733,Nasty,You should have put this in [UI],0,1904,question,4
2734,Ali,//Project Red…,0,1904,statement,0
2735,Zheny,//Right. It’s probably like this there…,0,1904,question,4
2736,Ali,Already complete…,0,1904,question,4
2737,Nastya to Dash,"You know, it’s like they caught a mouse in the corner, and he’s like: … It’s all good.",0,1904,statement,0
2738,Stefani,I can’t do more.,0,1904,statement,0
