,Utterance_ID,Dialogue_Act,Channel_ID,Speaker,Dialogue_ID,Utterance,Label,Idx
17863,Bmr007-c3_2925560_2925890,f,Bmr007-c3,me013,Bmr007,so ==,3,17863
17926,Bmr007-c3_3114740_3115300,f,Bmr007-c3,me013,Bmr007,um ==,3,17926
17931,Bmr007-c2_3126330_3126690,f,Bmr007-c2,mn014,Bmr007,okay .,3,17931
17943,Bmr007-c0_3143850_3144040,f,Bmr007-c0,me018,Bmr007,and ==,3,17943
17951,Bmr007-cb_3148380_3148850,f,Bmr007-cb,me011,Bmr007,so ==,3,17951
17958,Bmr007-c3_3154750_3155710,f,Bmr007-c3,me013,Bmr007,and - and - and ==,3,17958
18024,Bmr007-c3_3239060_3239370,f,Bmr007-c3,me013,Bmr007,okay .,3,18024
18335,Bmr008-c1_0509704_0510274,f,Bmr008-c1,me013,Bmr008,so ==,3,18335
18457,Bmr008-c3_0757541_0757771,f,Bmr008-c3,me011,Bmr008,so ==,3,18457
18533,Bmr008-c1_0880929_0881179,f,Bmr008-c1,me013,Bmr008,so ==,3,18533
18543,Bmr008-c3_0891697_0891947,f,Bmr008-c3,me011,Bmr008,so ==,3,18543
18571,Bmr008-c8_0965960_0966180,f,Bmr008-c8,fe008,Bmr008,but ==,3,18571
18610,Bmr008-c8_1035110_1035700,f,Bmr008-c8,fe008,Bmr008,well and also ==,3,18610
18621,Bmr008-c8_1054510_1054850,f,Bmr008-c8,fe008,Bmr008,well ==,3,18621
18624,Bmr008-c0_1061070_1061330,f,Bmr008-c0,fe016,Bmr008,so ==,3,18624
18667,Bmr008-c4_1127990_1128180,f,Bmr008-c4,me018,Bmr008,yeah .,3,18667
18683,Bmr008-c0_1145530_1145750,f,Bmr008-c0,fe016,Bmr008,so ==,3,18683
18843,Bmr008-c0_1556450_1556520,f,Bmr008-c0,fe016,Bmr008,so ==,3,18843
18908,Bmr008-c8_1690120_1690290,f,Bmr008-c8,fe008,Bmr008,well ==,3,18908
18941,Bmr008-c1_1786810_1787350,f,Bmr008-c1,me013,Bmr008,so ==,3,18941
18972,Bmr008-c8_1860040_1860280,f,Bmr008-c8,fe008,Bmr008,yeah .,3,18972
18974,Bmr008-c8_1862010_1862170,f,Bmr008-c8,fe008,Bmr008,okay .,3,18974
18975,Bmr008-c0_1862240_1862370,f,Bmr008-c0,fe016,Bmr008,so ==,3,18975
19010,Bmr008-c3_1919950_1920850,f,Bmr008-c3,me011,Bmr008,okay so ==,3,19010
19022,Bmr008-c0_1936620_1937160,f,Bmr008-c0,fe016,Bmr008,so ==,3,19022
19095,Bmr008-c4_2051320_2051550,f,Bmr008-c4,me018,Bmr008,so ==,3,19095
19198,Bmr008-c3_2244980_2245260,f,Bmr008-c3,me011,Bmr008,right .,3,19198
19248,Bmr008-c1_2404500_2405070,f,Bmr008-c1,me013,Bmr008,yeah i m- ==,3,19248
19296,Bmr008-c1_2542270_2542660,f,Bmr008-c1,me013,Bmr008,exactly .,3,19296
19331,Bmr008-c8_2621610_2622230,f,Bmr008-c8,fe008,Bmr008,interesting good .,3,19331
19362,Bmr008-c3_2695320_2695540,f,Bmr008-c3,me011,Bmr008,so ==,3,19362
19369,Bmr008-c1_2714050_2715160,f,Bmr008-c1,me013,Bmr008,and uh ==,3,19369
19376,Bmr008-c3_2734090_2735100,f,Bmr008-c3,me011,Bmr008,and uh ==,3,19376
19386,Bmr008-c3_2744500_2745000,f,Bmr008-c3,me011,Bmr008,but uh ==,3,19386
19390,Bmr008-c3_2750600_2750880,f,Bmr008-c3,me011,Bmr008,so ==,3,19390
19393,Bmr008-c1_2753430_2753930,f,Bmr008-c1,me013,Bmr008,um ==,3,19393
19543,Bmr008-c8_3118770_3119110,f,Bmr008-c8,fe008,Bmr008,uh ==,3,19543
19546,Bmr008-c2_3126990_3127140,f,Bmr008-c2,mn005,Bmr008,yeah .,3,19546
19550,Bmr008-c2_3131830_3134610,f,Bmr008-c2,mn005,Bmr008,but - but ==,3,19550
19574,Bmr008-c0_3174350_3174540,f,Bmr008-c0,fe016,Bmr008,or ==,3,19574
19612,Bmr008-c1_3233600_3233760,f,Bmr008-c1,me013,Bmr008,yeah .,3,19612
19630,Bmr008-c2_3272920_3273830,f,Bmr008-c2,mn005,Bmr008,um ==,3,19630
19650,Bmr008-c1_3308610_3308820,f,Bmr008-c1,me013,Bmr008,uh ==,3,19650
19704,Bmr008-c1_3433660_3434940,f,Bmr008-c1,me013,Bmr008,and uh ==,3,19704
19707,Bmr008-c1_3439580_3440540,f,Bmr008-c1,me013,Bmr008,uh uh ==,3,19707
19719,Bmr008-c1_3460040_3462200,f,Bmr008-c1,me013,Bmr008,um um ==,3,19719
19776,Bmr008-c1_3615390_3616060,f,Bmr008-c1,me013,Bmr008,yeah so ==,3,19776
19805,Bmr008-c2_3661830_3662200,f,Bmr008-c2,mn005,Bmr008,uh ==,3,19805
19884,Bmr008-c1_3824990_3825520,f,Bmr008-c1,me013,Bmr008,anyway ==,3,19884
19894,Bmr008-c1_3845200_3846060,f,Bmr008-c1,me013,Bmr008,and - and uh ==,3,19894
20000,Bmr009-c2_0170268_0170898,f,Bmr009-c2,me013,Bmr009,um ==,3,20000
20048,Bmr009-c0_0259649_0259809,f,Bmr009-c0,me011,Bmr009,so ==,3,20048
20051,Bmr009-c2_0261480_0261660,f,Bmr009-c2,me013,Bmr009,right .,3,20051
20109,Bmr009-c3_0358937_0359047,f,Bmr009-c3,fe016,Bmr009,so ==,3,20109
20249,Bmr009-c3_0698418_0698818,f,Bmr009-c3,fe016,Bmr009,so ==,3,20249
20254,Bmr009-c3_0708081_0708331,f,Bmr009-c3,fe016,Bmr009,right .,3,20254
20293,Bmr009-c3_0763820_0764200,f,Bmr009-c3,fe016,Bmr009,so ==,3,20293
20298,Bmr009-c4_0779840_0780110,f,Bmr009-c4,mn005,Bmr009,yeah .,3,20298
20351,Bmr009-c2_0894394_0895224,f,Bmr009-c2,me013,Bmr009,so so ==,3,20351
20363,Bmr009-c3_0903931_0904061,f,Bmr009-c3,fe016,Bmr009,so ==,3,20363
20380,Bmr009-c3_0936131_0936281,f,Bmr009-c3,fe016,Bmr009,so ==,3,20380
20381,Bmr009-c2_0939710_0939990,f,Bmr009-c2,me013,Bmr009,so ==,3,20381
20394,Bmr009-c3_0950928_0951008,f,Bmr009-c3,fe016,Bmr009,so ==,3,20394
20446,Bmr009-c2_1068670_1069970,f,Bmr009-c2,me013,Bmr009,okay okay .,3,20446
20553,Bmr009-c2_1325730_1326600,f,Bmr009-c2,me013,Bmr009,but - but uh ==,3,20553
20571,Bmr009-c3_1345120_1345520,f,Bmr009-c3,fe016,Bmr009,so ==,3,20571
20606,Bmr009-c3_1402040_1402320,f,Bmr009-c3,fe016,Bmr009,um ==,3,20606
20610,Bmr009-c3_1404760_1405790,f,Bmr009-c3,fe016,Bmr009,and um ==,3,20610
20635,Bmr009-c0_1438840_1439350,f,Bmr009-c0,me011,Bmr009,so ==,3,20635
20655,Bmr009-c2_1464030_1465700,f,Bmr009-c2,me013,Bmr009,and um ==,3,20655
20667,Bmr009-c3_1478990_1479100,f,Bmr009-c3,fe016,Bmr009,so ==,3,20667
20686,Bmr009-c2_1505290_1508670,f,Bmr009-c2,me013,Bmr009,so uh uh ==,3,20686
20693,Bmr009-c2_1515410_1515720,f,Bmr009-c2,me013,Bmr009,um ==,3,20693
20760,Bmr009-c0_1612460_1612730,f,Bmr009-c0,me011,Bmr009,so ==,3,20760
20934,Bmr009-c0_1892780_1893010,f,Bmr009-c0,me011,Bmr009,so ==,3,20934
20967,Bmr009-c0_1963780_1964110,f,Bmr009-c0,me011,Bmr009,so ==,3,20967
21114,Bmr009-c3_2144440_2144700,f,Bmr009-c3,fe016,Bmr009,or ==,3,21114
21160,Bmr009-c2_2227440_2227700,f,Bmr009-c2,me013,Bmr009,right .,3,21160
21161,Bmr009-c0_2227510_2228020,f,Bmr009-c0,me011,Bmr009,so ==,3,21161
21163,Bmr009-c2_2227840_2228100,f,Bmr009-c2,me013,Bmr009,right .,3,21163
21170,Bmr009-c2_2236740_2236840,f,Bmr009-c2,me013,Bmr009,and ==,3,21170
21236,Bmr009-c2_2330460_2330650,f,Bmr009-c2,me013,Bmr009,but ==,3,21236
21263,Bmr009-c3_2353380_2353650,f,Bmr009-c3,fe016,Bmr009,oh right .,3,21263
21303,Bmr009-c0_2409370_2409930,f,Bmr009-c0,me011,Bmr009,okay so ==,3,21303
21321,Bmr009-c2_2426890_2427080,f,Bmr009-c2,me013,Bmr009,so ==,3,21321
21426,Bmr009-c1_2572580_2572940,f,Bmr009-c1,fe008,Bmr009,that's excellent .,3,21426
21465,Bmr009-c0_2630920_2631170,f,Bmr009-c0,me011,Bmr009,so ==,3,21465
21533,Bmr009-c3_2759540_2759790,f,Bmr009-c3,fe016,Bmr009,so ==,3,21533
21537,Bmr009-c3_2760840_2761110,f,Bmr009-c3,fe016,Bmr009,um ==,3,21537
21543,Bmr009-c3_2772070_2772230,f,Bmr009-c3,fe016,Bmr009,so ==,3,21543
21547,Bmr009-c1_2778410_2778840,f,Bmr009-c1,fe008,Bmr009,ke- ==,3,21547
21575,Bmr011-c1_0007900_0008580,f,Bmr011-c1,me013,Bmr011,okay .,3,21575
21578,Bmr011-c1_0009190_0010470,f,Bmr011-c1,me013,Bmr011,so uh ==,3,21578
21580,Bmr011-c1_0013450_0013920,f,Bmr011-c1,me013,Bmr011,so ==,3,21580
21598,Bmr011-c1_0028409_0028739,f,Bmr011-c1,me013,Bmr011,uh ==,3,21598
21629,Bmr011-c1_0089620_0090740,f,Bmr011-c1,me013,Bmr011,um ==,3,21629
21633,Bmr011-c0_0107168_0107228,f,Bmr011-c0,fe016,Bmr011,so ==,3,21633
21639,Bmr011-c1_0120680_0121580,f,Bmr011-c1,me013,Bmr011,um ==,3,21639
21643,Bmr011-c1_0124040_0125060,f,Bmr011-c1,me013,Bmr011,so uh ==,3,21643
21658,Bmr011-c1_0158061_0159571,f,Bmr011-c1,me013,Bmr011,u- - u- ==,3,21658
21661,Bmr011-c1_0162553_0163173,f,Bmr011-c1,me013,Bmr011,um ==,3,21661
21667,Bmr011-c0_0178491_0179031,f,Bmr011-c0,fe016,Bmr011,ri- - um ==,3,21667
21736,Bmr011-cb_0302660_0303050,f,Bmr011-cb,me011,Bmr011,so ==,3,21736
21759,Bmr011-c1_0351110_0352382,f,Bmr011-c1,me013,Bmr011,but - but uh ==,3,21759
21765,Bmr011-cb_0362030_0362230,f,Bmr011-cb,me011,Bmr011,well ==,3,21765
21776,Bmr011-c8_0376530_0377720,f,Bmr011-c8,fe008,Bmr011,uh and - and ==,3,21776
21825,Bmr011-cb_0438710_0438850,f,Bmr011-cb,me011,Bmr011,yep .,3,21825
21828,Bmr011-cb_0447800_0448030,f,Bmr011-cb,me011,Bmr011,so ==,3,21828
21832,Bmr011-c1_0451189_0451569,f,Bmr011-c1,me013,Bmr011,okay .,3,21832
21840,Bmr011-c1_0457058_0457298,f,Bmr011-c1,me013,Bmr011,uh ==,3,21840
21843,Bmr011-c8_0464015_0465755,f,Bmr011-c8,fe008,Bmr011,okay so um uh ==,3,21843
21847,Bmr011-c8_0472420_0473980,f,Bmr011-c8,fe008,Bmr011,um and um ==,3,21847
21856,Bmr011-c8_0496170_0497200,f,Bmr011-c8,fe008,Bmr011,you know okay .,3,21856
21864,Bmr011-cb_0518382_0518482,f,Bmr011-cb,me011,Bmr011,so ==,3,21864
21876,Bmr011-c8_0544768_0545438,f,Bmr011-c8,fe008,Bmr011,and um ==,3,21876
21887,Bmr011-c2_0578830_0579040,f,Bmr011-c2,mn014,Bmr011,and ==,3,21887
21894,Bmr011-c2_0605483_0605683,f,Bmr011-c2,mn014,Bmr011,but ==,3,21894
21922,Bmr011-c1_0683602_0683742,f,Bmr011-c1,me013,Bmr011,but ==,3,21922
21946,Bmr011-c4_0735700_0735870,f,Bmr011-c4,me018,Bmr011,and ==,3,21946
21963,Bmr011-c1_0768937_0769227,f,Bmr011-c1,me013,Bmr011,so ==,3,21963
21977,Bmr011-c4_0785516_0785716,f,Bmr011-c4,me018,Bmr011,and ==,3,21977
21991,Bmr011-c8_0809730_0810620,f,Bmr011-c8,fe008,Bmr011,uh so um ==,3,21991
22034,Bmr011-cb_0898067_0898317,f,Bmr011-cb,me011,Bmr011,so ==,3,22034
22036,Bmr011-cb_0902412_0903332,f,Bmr011-cb,me011,Bmr011,okay well ==,3,22036
22046,Bmr011-c1_0938895_0939265,f,Bmr011-c1,me013,Bmr011,and ==,3,22046
22058,Bmr011-c1_0985810_0986720,f,Bmr011-c1,me013,Bmr011,so um ==,3,22058
22070,Bmr011-c1_1020660_1020820,f,Bmr011-c1,me013,Bmr011,but ==,3,22070
22082,Bmr011-c1_1037260_1038730,f,Bmr011-c1,me013,Bmr011,and - and uh ==,3,22082
22083,Bmr011-c1_1039970_1040550,f,Bmr011-c1,me013,Bmr011,um ==,3,22083
22134,Bmr011-c1_1175870_1176060,f,Bmr011-c1,me013,Bmr011,so ==,3,22134
22195,Bmr011-c0_1346190_1346720,f,Bmr011-c0,fe016,Bmr011,so ==,3,22195
22226,Bmr011-c0_1417350_1417600,f,Bmr011-c0,fe016,Bmr011,and ==,3,22226
22234,Bmr011-c0_1427490_1427780,f,Bmr011-c0,fe016,Bmr011,and ==,3,22234
22238,Bmr011-c0_1433240_1433350,f,Bmr011-c0,fe016,Bmr011,so ==,3,22238
22286,Bmr011-c5_1531470_1532020,f,Bmr011-c5,me001,Bmr011,so ==,3,22286
22311,Bmr011-c0_1544440_1544680,f,Bmr011-c0,fe016,Bmr011,and ==,3,22311
22316,Bmr011-c1_1547490_1547640,f,Bmr011-c1,me013,Bmr011,and ==,3,22316
22334,Bmr011-c8_1586360_1586570,f,Bmr011-c8,fe008,Bmr011,or ==,3,22334
22336,Bmr011-c8_1589270_1590820,f,Bmr011-c8,fe008,Bmr011,and - and - and so ==,3,22336
22347,Bmr011-c8_1623090_1623600,f,Bmr011-c8,fe008,Bmr011,but um ==,3,22347
22378,Bmr011-c8_1711980_1712700,f,Bmr011-c8,fe008,Bmr011,and um ==,3,22378
22386,Bmr011-c8_1732570_1733370,f,Bmr011-c8,fe008,Bmr011,okay um ==,3,22386
22387,Bmr011-c0_1734770_1735040,f,Bmr011-c0,fe016,Bmr011,sorry .,3,22387
22516,Bmr011-cb_1992310_1992570,f,Bmr011-cb,me011,Bmr011,so ==,3,22516
22528,Bmr011-cb_2008990_2009250,f,Bmr011-cb,me011,Bmr011,so ==,3,22528
22529,Bmr011-c8_2009510_2009840,f,Bmr011-c8,fe008,Bmr011,yeah well ==,3,22529
22536,Bmr011-c0_2016490_2017230,f,Bmr011-c0,fe016,Bmr011,yeah ==,3,22536
22555,Bmr011-c1_2054770_2055110,f,Bmr011-c1,me013,Bmr011,i mean ==,3,22555
22568,Bmr011-c1_2076440_2076740,f,Bmr011-c1,me013,Bmr011,but ==,3,22568
22600,Bmr011-c0_2151940_2152250,f,Bmr011-c0,fe016,Bmr011,so ==,3,22600
22605,Bmr011-c0_2166920_2167200,f,Bmr011-c0,fe016,Bmr011,so ==,3,22605
22612,Bmr011-c2_2171330_2171720,f,Bmr011-c2,mn014,Bmr011,so ==,3,22612
22613,Bmr011-c0_2172010_2172620,f,Bmr011-c0,fe016,Bmr011,yeah .,3,22613
22615,Bmr011-c2_2175010_2175190,f,Bmr011-c2,mn014,Bmr011,so ==,3,22615
22627,Bmr011-c0_2209860_2210550,f,Bmr011-c0,fe016,Bmr011,and so ==,3,22627
22666,Bmr011-c0_2291920_2292450,f,Bmr011-c0,fe016,Bmr011,so ==,3,22666
22671,Bmr011-c1_2299360_2299910,f,Bmr011-c1,me013,Bmr011,um ==,3,22671
22674,Bmr011-c0_2304940_2305330,f,Bmr011-c0,fe016,Bmr011,yeah .,3,22674
22677,Bmr011-c1_2307140_2307340,f,Bmr011-c1,me013,Bmr011,and ==,3,22677
22680,Bmr011-c0_2316680_2316850,f,Bmr011-c0,fe016,Bmr011,but ==,3,22680
22683,Bmr011-c0_2320140_2320490,f,Bmr011-c0,fe016,Bmr011,so ==,3,22683
22687,Bmr011-c8_2329630_2329920,f,Bmr011-c8,fe008,Bmr011,uhhuh .,3,22687
22736,Bmr011-c1_2417890_2419630,f,Bmr011-c1,me013,Bmr011,uh - uh ==,3,22736
22744,Bmr011-c1_2436100_2436680,f,Bmr011-c1,me013,Bmr011,um ==,3,22744
22779,Bmr011-c1_2557830_2558290,f,Bmr011-c1,me013,Bmr011,uh ==,3,22779
22781,Bmr011-c1_2559170_2559950,f,Bmr011-c1,me013,Bmr011,but uh ==,3,22781
22813,Bmr011-c1_2613880_2616330,f,Bmr011-c1,me013,Bmr011,um and uh ==,3,22813
22833,Bmr011-c0_2648920_2649270,f,Bmr011-c0,fe016,Bmr011,right .,3,22833
22838,Bmr011-c0_2656670_2658250,f,Bmr011-c0,fe016,Bmr011,or um  ==,3,22838
22879,Bmr011-c1_2729100_2729370,f,Bmr011-c1,me013,Bmr011,so ==,3,22879
22882,Bmr011-c0_2738640_2739080,f,Bmr011-c0,fe016,Bmr011,um ==,3,22882
22900,Bmr011-c0_2768890_2769070,f,Bmr011-c0,fe016,Bmr011,um ==,3,22900
22923,Bmr011-c0_2797250_2797530,f,Bmr011-c0,fe016,Bmr011,so ==,3,22923
22941,Bmr011-c0_2820190_2820620,f,Bmr011-c0,fe016,Bmr011,so ==,3,22941
22951,Bmr011-cb_2839000_2839560,f,Bmr011-cb,me011,Bmr011,but um ==,3,22951
22954,Bmr011-c0_2844650_2845070,f,Bmr011-c0,fe016,Bmr011,so ==,3,22954
22975,Bmr011-c0_2887370_2887780,f,Bmr011-c0,fe016,Bmr011,um ==,3,22975
22988,Bmr011-c0_2908700_2909120,f,Bmr011-c0,fe016,Bmr011,so ==,3,22988
23030,Bmr011-c4_2961010_2961130,f,Bmr011-c4,me018,Bmr011,so ==,3,23030
23057,Bmr011-cb_2994420_2994700,f,Bmr011-cb,me011,Bmr011,so ==,3,23057
23072,Bmr011-c0_3019490_3019550,f,Bmr011-c0,fe016,Bmr011,um ==,3,23072
23073,Bmr011-c1_3020510_3020750,f,Bmr011-c1,me013,Bmr011,yeah .,3,23073
23076,Bmr011-c0_3023470_3024110,f,Bmr011-c0,fe016,Bmr011,well okay ==,3,23076
23084,Bmr011-c8_3029040_3029210,f,Bmr011-c8,fe008,Bmr011,yeah .,3,23084
23101,Bmr011-c8_3051860_3052030,f,Bmr011-c8,fe008,Bmr011,but ==,3,23101
23107,Bmr011-c0_3061050_3061130,f,Bmr011-c0,fe016,Bmr011,or ==,3,23107
23118,Bmr011-cb_3086440_3086700,f,Bmr011-cb,me011,Bmr011,well ==,3,23118
23124,Bmr011-c8_3092130_3092740,f,Bmr011-c8,fe008,Bmr011,but - but ==,3,23124
23148,Bmr011-c1_3119830_3121170,f,Bmr011-c1,me013,Bmr011,and uh ==,3,23148
23182,Bmr011-cb_3159230_3159480,f,Bmr011-cb,me011,Bmr011,and ==,3,23182
23215,Bmr011-c0_3197510_3197690,f,Bmr011-c0,fe016,Bmr011,so ==,3,23215
23236,Bmr011-cb_3225280_3225530,f,Bmr011-cb,me011,Bmr011,so ==,3,23236
23250,Bmr011-c5_3241790_3242230,f,Bmr011-c5,me001,Bmr011,but um ==,3,23250
23258,Bmr011-c3_3247000_3247500,f,Bmr011-c3,mn005,Bmr011,yeah bu- ==,3,23258
23260,Bmr011-c3_3247500_3248000,f,Bmr011-c3,mn005,Bmr011,but ==,3,23260
23305,Bmr011-c1_3334680_3335240,f,Bmr011-c1,me013,Bmr011,uh ==,3,23305
23344,Bmr011-c3_3412640_3412920,f,Bmr011-c3,mn005,Bmr011,yeah .,3,23344
23402,Bmr011-c0_3603210_3604520,f,Bmr011-c0,fe016,Bmr011,uh ==,3,23402
23421,Bmr011-c0_3650260_3651620,f,Bmr011-c0,fe016,Bmr011,so uh ==,3,23421
23426,Bmr011-c1_3671480_3671990,f,Bmr011-c1,me013,Bmr011,okay .,3,23426
23427,Bmr011-c1_3671990_3672480,f,Bmr011-c1,me013,Bmr011,uh ==,3,23427
23429,Bmr011-c1_3676240_3676350,f,Bmr011-c1,me013,Bmr011,and ==,3,23429
23432,Bmr011-c1_3682360_3682730,f,Bmr011-c1,me013,Bmr011,so ==,3,23432
23532,Bmr012-c4_0092991_0093251,f,Bmr012-c4,me011,Bmr012,okay .,3,23532
23547,Bmr012-c4_0122711_0122921,f,Bmr012-c4,me011,Bmr012,so ==,3,23547
23583,Bmr012-c4_0172273_0173083,f,Bmr012-c4,me011,Bmr012,so anyway .,3,23583
23593,Bmr012-c1_0209210_0210210,f,Bmr012-c1,me013,Bmr012,so uh ==,3,23593
23611,Bmr012-c2_0244850_0245210,f,Bmr012-c2,fe016,Bmr012,so ==,3,23611
23630,Bmr012-c2_0303543_0304323,f,Bmr012-c2,fe016,Bmr012,um ==,3,23630
23639,Bmr012-c2_0312591_0313071,f,Bmr012-c2,fe016,Bmr012,um ==,3,23639
23657,Bmr012-c0_0332118_0332638,f,Bmr012-c0,mn017,Bmr012,so ==,3,23657
23664,Bmr012-c2_0340241_0340531,f,Bmr012-c2,fe016,Bmr012,so ==,3,23664
23668,Bmr012-c2_0341121_0341541,f,Bmr012-c2,fe016,Bmr012,um ==,3,23668
23670,Bmr012-c5_0343385_0343995,f,Bmr012-c5,me001,Bmr012,so ==,3,23670
23705,Bmr012-c1_0381608_0381898,f,Bmr012-c1,me013,Bmr012,so ==,3,23705
23713,Bmr012-c1_0385071_0385421,f,Bmr012-c1,me013,Bmr012,so ==,3,23713
23714,Bmr012-c2_0388073_0388273,f,Bmr012-c2,fe016,Bmr012,but ==,3,23714
23725,Bmr012-c2_0393404_0393694,f,Bmr012-c2,fe016,Bmr012,okay .,3,23725
23726,Bmr012-c2_0393694_0393954,f,Bmr012-c2,fe016,Bmr012,no ==,3,23726
23781,Bmr012-c5_0449306_0449606,f,Bmr012-c5,me001,Bmr012,uh ==,3,23781
23783,Bmr012-c2_0451510_0451860,f,Bmr012-c2,fe016,Bmr012,yeah .,3,23783
23796,Bmr012-c2_0469640_0470570,f,Bmr012-c2,fe016,Bmr012,um - i mean ==,3,23796
23803,Bmr012-c2_0478630_0478910,f,Bmr012-c2,fe016,Bmr012,but ==,3,23803
23810,Bmr012-c2_0487640_0488510,f,Bmr012-c2,fe016,Bmr012,um ==,3,23810
23827,Bmr012-c2_0508572_0509292,f,Bmr012-c2,fe016,Bmr012,um ==,3,23827
23848,Bmr012-c2_0557697_0558077,f,Bmr012-c2,fe016,Bmr012,um ==,3,23848
23853,Bmr012-c1_0564434_0564744,f,Bmr012-c1,me013,Bmr012,you know ==,3,23853
23859,Bmr012-c2_0567598_0568418,f,Bmr012-c2,fe016,Bmr012,uh - um ==,3,23859
23864,Bmr012-c4_0572774_0572884,f,Bmr012-c4,me011,Bmr012,but ==,3,23864
23868,Bmr012-c2_0576203_0576663,f,Bmr012-c2,fe016,Bmr012,um ==,3,23868
23891,Bmr012-c3_0614777_0615107,f,Bmr012-c3,me018,Bmr012,yeah .,3,23891
23903,Bmr012-c2_0632343_0632683,f,Bmr012-c2,fe016,Bmr012,so ==,3,23903
23908,Bmr012-c1_0636592_0636752,f,Bmr012-c1,me013,Bmr012,yeah .,3,23908
23928,Bmr012-c2_0656679_0656839,f,Bmr012-c2,fe016,Bmr012,uh ==,3,23928
23937,Bmr012-c0_0672068_0672568,f,Bmr012-c0,mn017,Bmr012,yeah so ==,3,23937
23946,Bmr012-c2_0684062_0684372,f,Bmr012-c2,fe016,Bmr012,so ==,3,23946
23950,Bmr012-c1_0694516_0694836,f,Bmr012-c1,me013,Bmr012,yeah .,3,23950
23954,Bmr012-c1_0699413_0699693,f,Bmr012-c1,me013,Bmr012,yeah .,3,23954
23957,Bmr012-c2_0701352_0701812,f,Bmr012-c2,fe016,Bmr012,um ==,3,23957
23960,Bmr012-c2_0706856_0707006,f,Bmr012-c2,fe016,Bmr012,yeah .,3,23960
23983,Bmr012-c2_0746748_0747068,f,Bmr012-c2,fe016,Bmr012,yeah .,3,23983
23984,Bmr012-c2_0748068_0749198,f,Bmr012-c2,fe016,Bmr012,yeah so ==,3,23984
23987,Bmr012-c0_0752079_0753829,f,Bmr012-c0,mn017,Bmr012,but - it's uh ==,3,23987
23993,Bmr012-c1_0757322_0757512,f,Bmr012-c1,me013,Bmr012,but ==,3,23993
23994,Bmr012-c4_0757830_0758060,f,Bmr012-c4,me011,Bmr012,yeah .,3,23994
24012,Bmr012-c3_0810420_0810760,f,Bmr012-c3,me018,Bmr012,but you know ==,3,24012
24025,Bmr012-c2_0838062_0838302,f,Bmr012-c2,fe016,Bmr012,oh .,3,24025
24058,Bmr012-c1_0886910_0887240,f,Bmr012-c1,me013,Bmr012,so ==,3,24058
24062,Bmr012-c1_0892650_0893550,f,Bmr012-c1,me013,Bmr012,but uh ==,3,24062
24075,Bmr012-c1_0918187_0918897,f,Bmr012-c1,me013,Bmr012,so ==,3,24075
24086,Bmr012-c2_0952886_0953246,f,Bmr012-c2,fe016,Bmr012,um ==,3,24086
24098,Bmr012-c2_0975914_0977564,f,Bmr012-c2,fe016,Bmr012,um - so ==,3,24098
24102,Bmr012-c0_0995669_0996069,f,Bmr012-c0,mn017,Bmr012,um ==,3,24102
24104,Bmr012-c0_0997619_0997989,f,Bmr012-c0,mn017,Bmr012,um ==,3,24104
24105,Bmr012-c1_0998350_0998980,f,Bmr012-c1,me013,Bmr012,yeah and ==,3,24105
24114,Bmr012-c8_1015280_1015670,f,Bmr012-c8,fe008,Bmr012,um ==,3,24114
24118,Bmr012-c0_1024810_1025440,f,Bmr012-c0,mn017,Bmr012,u- - um ==,3,24118
24125,Bmr012-c2_1032850_1033660,f,Bmr012-c2,fe016,Bmr012,um - oh .,3,24125
24126,Bmr012-c2_1033930_1034650,f,Bmr012-c2,fe016,Bmr012,well okay .,3,24126
24175,Bmr012-c0_1126560_1127060,f,Bmr012-c0,mn017,Bmr012,um ==,3,24175
24209,Bmr012-c4_1181500_1181950,f,Bmr012-c4,me011,Bmr012,but ==,3,24209
24210,Bmr012-c4_1182570_1182850,f,Bmr012-c4,me011,Bmr012,sure .,3,24210
24214,Bmr012-c0_1184580_1185290,f,Bmr012-c0,mn017,Bmr012,well ==,3,24214
24217,Bmr012-c5_1187490_1187730,f,Bmr012-c5,me001,Bmr012,so ==,3,24217
24223,Bmr012-c0_1195960_1196240,f,Bmr012-c0,mn017,Bmr012,so ==,3,24223
24228,Bmr012-c5_1203550_1203750,f,Bmr012-c5,me001,Bmr012,so ==,3,24228
24230,Bmr012-c5_1204170_1204360,f,Bmr012-c5,me001,Bmr012,but ==,3,24230
24231,Bmr012-c5_1204360_1204580,f,Bmr012-c5,me001,Bmr012,no .,3,24231
24249,Bmr012-c5_1232660_1233120,f,Bmr012-c5,me001,Bmr012,yeah i ==,3,24249
24262,Bmr012-c0_1252180_1252500,f,Bmr012-c0,mn017,Bmr012,so ==,3,24262
24269,Bmr012-c2_1272130_1272310,f,Bmr012-c2,fe016,Bmr012,so ==,3,24269
24278,Bmr012-c2_1285730_1286460,f,Bmr012-c2,fe016,Bmr012,so ==,3,24278
24286,Bmr012-c1_1302020_1302150,f,Bmr012-c1,me013,Bmr012,but ==,3,24286
24330,Bmr012-c1_1360130_1360360,f,Bmr012-c1,me013,Bmr012,so ==,3,24330
24346,Bmr012-c4_1373130_1373360,f,Bmr012-c4,me011,Bmr012,so ==,3,24346
24352,Bmr012-c5_1379370_1379900,f,Bmr012-c5,me001,Bmr012,so ==,3,24352
24355,Bmr012-c5_1383920_1384350,f,Bmr012-c5,me001,Bmr012,so ==,3,24355
