,speaker,content,block,session,labels,labels_h
1343,Vika, It doesn’t want to do it for me.,3,3,0,statement
1344,Will, Okay. Why is it showing that they are not…,3,3,0,statement
1345,Saleh, [UI],3,3,0,statement
1346,Vika, [UI],3,3,0,statement
1347,Ashley, I can’t anymore.,3,3,0,statement
1348,Oleg," So, what did you click?",3,3,4,question
1349,Ashley," Once people start //signing off, you can’t…",3,3,0,statement
1350,Vika, //You just click on yourself.,3,3,0,statement
1351,Saleh, Hm.,3,3,0,statement
1352,Vika, You check it.,3,3,0,statement
1353,Ashley, I know.,3,3,0,statement
1354,Vika, Yes.,3,3,0,statement
1355,Saleh, [UI],3,3,0,statement
1356,Will, What?,3,3,4,question
1357,Oleg," Nothing…oh, there.",3,3,0,statement
1358,Will, Um…you are the material specialist.,3,3,0,statement
1359,Katya, Mhm.,3,3,0,statement
1360,Will, Just do it again. Tap it. //Here we go. Yes.,3,3,0,statement
1361,Vika, //[UI],3,3,0,statement
1362,Saleh," But still, I didn’t complete any.",3,3,0,statement
1363,Will," Yeah, so…Ash, it’s still waiting on you.",3,3,0,statement
1364,Ashley, I thought I already pressed this. Damn it!,3,3,0,statement
1365,Will, You probably did.,3,3,0,statement
1366,Will, [SL] Say yes.,3,3,0,statement
1367,Ashley, I just…,3,3,0,statement
1368,Will, There we go. There we go. There we go.,3,3,0,statement
1369,Ashley, Yeah?,3,3,4,question
1370,Will, Hold on. Hold on. Hold on.,3,3,0,statement
1371,Oleg, [UI]…When…when is our next assignment?,3,3,0,statement
1372,Ashley," Relay. So, we’ll have DeChurch…",3,3,0,statement
1373,Katya," //Oh, just a questionnaire.",3,3,0,statement
1374,Oleg, //Will there be questionnaires?,3,3,4,question
1375,Ashley," Yes, we’ll have those //Relay task too.",3,3,0,statement
1376,Salah, //DeChurch nine and ten.,3,3,0,statement
1377,Oleg," There will also be communication, right?",3,3,4,question
1378,Ashley," Remember, when we //communication…messages",3,3,0,statement
1379,Katya, //Messages.,3,3,0,statement
1380,Oleg," //Messages, yes.",3,3,0,statement
1381,Ashley," Yes. //So, what’s happening?",3,3,4,question
1382,Katya, //What did they say?,3,3,4,question
1383,Oleg, Because we still have a whole hour,3,3,0,statement
1384,Ashley, Yes.,3,3,0,statement
1385,Oleg, before completion…and…,3,3,0,statement
1386,Saleh, DeChurch?,3,3,4,question
1387,Vika, [UI],3,3,0,statement
1388,Ashley," Yes, but there is still a relay task we have to do after this.",3,3,0,statement
1389,Saleh, Hm.,3,3,0,statement
1390,Ashley," Yeah…But according to the instructions it says that DeChurch nine and ten are kind of done throughout this, so…I think it’s right after this first one.",3,3,0,statement
1391,Vika, How’s your battery?,3,3,4,question
1392,Vika, Okay?,3,3,4,question
1393,Ashley, I’m hungry. Very hungry.,3,3,0,statement
1394,Katya, It can feel it…chewing.,3,3,0,statement
1395,Oleg," Yes, it is…starting soon.",3,3,0,statement
1396,Katya, Seven hours?,3,3,4,question
1397,Oleg, Turning off…the batteries.,3,3,0,statement
1398,Ashley," So, is yours, like, kind of in freeze mode right now?",3,3,4,question
1399,Will," Yeah, //just give it a minute.",3,3,0,statement
1400,Oleg, //What are we waiting for now?,3,3,4,question
1401,Will, We are waiting while…,3,3,0,statement
1402,Oleg, For the guys on the other end to accept everything?,3,3,4,question
1403,Katya," Damn, why is it taking so long? //They were the ones that chose the point.",3,3,4,question
1404,Oleg," //For me, nothing…nothing is moving.",3,3,0,statement
1405,Oleg, One thing that…do you remember what depth it was?,3,3,4,question
1406,Katya, One thousand…,3,3,0,statement
1407,Vika, The depth of what?,3,3,4,question
1408,Katya," Four hundred something. One thousand four hundred and eighty-two, to be exact.",3,3,0,statement
1409,Oleg," In terms of energy, it was a match.",3,3,0,statement
1410,Vika, It is…not limited…,3,3,0,statement
1411,Katya, What matched?,3,3,4,question
1412,Oleg," In terms of energy, it’s very…",3,3,0,statement
1413,Katya," In terms of money, it’s also a match. We’ll be drilling for a long time.",3,3,0,statement
1414,Ashley," So, it, basically says that once we finish the Design task, complete survey DeChurch nine. Do you think we should just start?",3,3,4,question
1415,Vika, So…,3,3,3,follow-me
1416,Will," But don’t we gotta…why would we…I mean, do that right now?",3,3,4,question
1417,Ashley," It said…I mean, it says that it happens, like, throughout this. So, like, DeChurch ten is after the Relay one.",3,3,0,statement
1418,Saleh, Okay. Let’s go.,3,3,0,statement
1419,Ashley," //So, I don’t know. Should we start it?",3,3,4,question
1420,Oleg," //Okay, does anyone have anything live at all?",3,3,4,question
1421,Will," Yeah. I mean, if it says it…",3,3,0,statement
1422,Vika, DeChurch now? Nine?,3,3,4,question
1423,Ashley, Yeah.,3,3,2,backchannel
1424,Vika, Okay.,3,3,0,statement
1425,Katya, Right now?,3,3,4,question
1426,Saleh, Multiteam task battery.,3,3,0,statement
1427,Will," So, I think this one sucks.",3,3,0,statement
1428,Ashley, What?,3,3,4,question
1429,Will, I think this one sucks.,3,3,0,statement
1430,Saleh, Yeah.,3,3,2,backchannel
1431,Will, But I could be wrong.,3,3,0,statement
1432,Ashley, So…,3,3,3,follow-me
1433,Oleg, Yes.,3,3,0,statement
1434,Ashley," Yeah, so, DeChurch nine. Ugh…",3,3,0,statement
1435,Oleg, DeChurch…Okay…,3,3,0,statement
1436,Katya, It’s a beautiful color.,3,3,0,statement
1437,Vika, Mhm.,3,3,0,statement
1438,Oleg, DeChurch…,3,3,0,statement
1439,Oleg," Post…multiteam? Battery, right?",3,3,4,question
1440,Ashley," DeChurch nine. So, yeah post multiteam task battery.",3,3,0,statement
1441,Oleg," There, DeChurch – good job. They translated everything here.",3,3,0,statement
1442,Oleg, Very convenient. And that program part – not so much.,3,3,0,statement
1443,Katya," You’re a mechanical engineer, Oleg, right?",3,3,4,question
1444,Oleg," No, I’m the bio.",3,3,0,statement
1445,Katya, Bio? //Biochemical?,3,3,4,question
1446,Oleg, // Biochemical.,3,3,0,statement
1447,Ashley, //Biochemical.,3,3,0,statement
1448,Katya, Biochemical. Okay.,3,3,0,statement
1449,Oleg, Biochemical.,3,3,0,statement
1450,Oleg," For drilling, for [UI]… I wanted to ask a question: What is a [SL] sedimentologist. It’s planetary geology.",3,3,0,statement
1451,Vika, Planetary geology is a group.,3,3,0,statement
1452,Oleg, And a sedimentologist?,3,3,4,question
1453,Vika," Hello, Google. Shoot, we don’t have Google.",3,3,0,statement
1454,Oleg, That means we don’t know.,3,3,0,statement
1455,Katya," Ashley, you are sedimentologist, right?",3,3,4,question
1456,Saleh, Who is biochemical?,3,3,4,question
1457,Ashley," No, that’s him.",3,3,0,statement
1458,Vika, Oleg.,3,3,0,statement
1459,Saleh, You?,3,3,4,question
1460,Ashley, I’m the meteorology.,3,3,0,statement
1461,Katya," Oh, okay.",3,3,0,statement
1462,Ashley, Mhm.,3,3,0,statement
1463,Saleh, Martian?,3,3,4,question
1464,Ashley," Martian meteorology, yeah.",3,3,0,statement
1465,Oleg, [SL] How much will it be?,3,3,0,statement
1466,Saleh, Vika?,3,3,4,question
1467,Vika, Hydrogeologist.,3,3,0,statement
1468,Ashley, Hydrogeologist.,3,3,0,statement
1469,Vika, Hydro…,3,3,0,statement
1470,Ashley, Sorry.,3,3,0,statement
1471,Vika, Thank you. Thank you.,3,3,0,statement
1472,Saleh, Hydrogeologist.,3,3,0,statement
1473,Vika, Thank you.,3,3,0,statement
1474,Ashley," No, I was just clarifying, sorry.",3,3,0,statement
1475,Saleh, [SL] It’s written “Sirius”,3,3,0,statement
1476,Oleg," Okay…Okay…one, two, three…Oh! All five! I forgot myself.",3,3,0,statement
1477,Vika, Oops.,3,3,0,statement
1478,Oleg," Katya, which one is correct for you: drilling or operation? Drilling, right?",3,3,4,question
1479,Katya," Drilling, yes, a drilling specialist.",3,3,0,statement
1480,Vika, What?,3,3,4,question
1481,Katya, This point was moving around here for me.,3,3,0,statement
1482,Vika, I see. Hallucinations.,3,3,0,statement
1483,Katya, Look how beautiful it is.,3,3,0,statement
1484,Vika," Oh, why are you doing this?",3,3,4,question
1485,Katya, I just accidentally pressed it with my hand.,3,3,0,statement
1486,Vika, Cool.,3,3,0,statement
1487,Saleh," Ah, done.",3,3,0,statement
1488,Katya, Good job.,3,3,0,statement
1489,Vika, Really?,3,3,4,question
1490,Saleh, Yeah.,3,3,2,backchannel
1491,Katya, //[UI] NASA,3,3,0,statement
1492,Will, //Lucky man.,3,3,0,statement
1493,Saleh, [UI],3,3,0,statement
1494,Vika, //We’re NASA.,3,3,0,statement
1495,Oleg," Saleh, are you done? How fast you are, right? How did you do it? Without looking? So …//just put everything in the same spot?",3,3,4,question
1496,Saleh, [UI],3,3,0,statement
1497,Katya, What?,3,3,4,question
1498,Vika, What?,3,3,4,question
1499,Oleg," You’re done, too?",3,3,4,question
1500,Will, Mhm.,3,3,0,statement
1501,Saleh," You’re done, huh?",3,3,4,question
1502,Will, Okay…Do we log out of the Project RED?,3,3,4,question
1503,Saleh, Me?,3,3,4,question
1504,Will," I mean, all of us.",3,3,0,statement
1505,Ashley, Yeah.,3,3,2,backchannel
1506,Oleg, [UI],3,3,0,statement
1507,Will, Relay.,3,3,0,statement
1508,Saleh," So, what do we have now?",3,3,4,question
1509,Will, Now we have Project RED Relay which is another type of task. You’ll see. It’s a lot easier and a lot cooler.,3,3,0,statement
1510,Saleh, Mhm.,3,3,0,statement
1511,Will," I thought it said on the thing to do it after, though.",3,3,0,statement
1512,Saleh, Which one?,3,3,4,question
1513,Will," I thought you said, it says that DeChurch nine…",3,3,0,statement
1514,Saleh, There is DeChurch ten also.,3,3,0,statement
1515,Will, And ten. But after we do Project RED.,3,3,0,statement
1516,Saleh, Yeah.,3,3,2,backchannel
1517,Will, Whatever. If it says in the directions.,3,3,0,statement
1518,Saleh, It’s mentioned [UI],3,3,0,statement
1519,Katya," What, did we have it already?",3,3,4,question
1520,Vika," Yes, yes.",3,3,0,statement
1521,Katya, Where are the prompts? I still don’t see the promised prompts.,3,3,4,question
1522,Vika, What prompts?,3,3,4,question
1523,Katya, It says there: “There will be prompts”… “Carefully read the prompt”,3,3,0,statement
1524,Vika," Maybe, they mean these things.",3,3,0,statement
1525,Katya, Oh.,3,3,0,statement
1526,Vika," Can you tell me, on the Signoff page…is something happening for you?",3,3,4,question
1527,Will, No.,3,3,0,statement
1528,Ashley, Not yet.,3,3,0,statement
1529,Saleh, Should we sign off?,3,3,4,question
1530,Ashley, [UI],3,3,0,statement
1531,Will, You already did.,3,3,0,statement
1532,Saleh," Log out, I mean.",3,3,0,statement
1533,Will, I guess so. Log out.,3,3,0,statement
1534,Vika, Log out?,3,3,4,question
1535,Saleh, I don’t know.,3,3,0,statement
1536,Will," Unless…//I don’t know. So, what do we have to do to go…",3,3,0,statement
1537,Saleh," //Ashley, we’re waiting for you.",3,3,0,statement
1538,Ashley, I’m not the //only one still taking…I’m still…I’m still…,3,3,0,statement
1539,Saleh, //Everyone finished.,3,3,0,statement
1540,Vika," Ash, we have to do…",3,3,0,statement
1541,Ashley, I’m still taking the survey. Give me a second.,3,3,0,statement
1542,Will," Now, do we go to…",3,3,0,statement
1543,Ashley, We have some time to review the Relay.,3,3,0,statement
1544,Katya," Oh, my God. I lost the…",3,3,0,statement
1545,Saleh, [UI],3,3,0,statement
1546,Will, What did you lose?,3,3,4,question
1547,Vika, Your questionnaire?,3,3,4,question
1548,Katya, I lost Project RED.,3,3,0,statement
1549,Will," Oh, that’s fine.",3,3,0,statement
1550,Ashley," I think, it’s, probably, okay.",3,3,0,statement
1551,Vika, Yeah.,3,3,2,backchannel
1552,Ashley, I think we’re…,3,3,0,statement
1553,Vika," //Yes, I think so.",3,3,0,statement
1554,Katya," //Should I open it again, yes?",3,3,4,question
1555,Will," Go to Desktop, and then we go to Project RED Relay, but don’t minimize this.",3,3,0,statement
1556,Katya," Shoot, how do I do it?",3,3,4,question
1557,Will, Don’t minimize. You should open…,3,3,0,statement
1558,Saleh, Okay.,3,3,0,statement
1559,Oleg," Hold on, hold on.",3,3,0,statement
1560,Saleh, Huh?,3,3,4,question
1561,Will," So, open the…",3,3,0,statement
1562,Saleh, Where?,3,3,4,question
1563,Will, //Open File Explorer.,3,3,0,statement
1564,Saleh, //[UI],3,3,0,statement
1565,Will," So, open File Explorer.",3,3,0,statement
1566,Saleh, Here?,3,3,4,question
1567,Will, Mhm.,3,3,0,statement
1568,Saleh, Go to your Desktop.,3,3,0,statement
1569,Vika, Sorry.,3,3,0,statement
1570,Oleg, //Damn!,3,3,0,statement
1571,Katya, //I didn’t minimize.,3,3,0,statement
1572,Will, Mhm.,3,3,0,statement
1573,Saleh, [UI],3,3,0,statement
1574,Will, Go to Project RED Relay.,3,3,0,statement
1575,Vika, Oops.,3,3,0,statement
1576,Katya," Project RED Design, right?",3,3,4,question
1577,Saleh, Design and Relay videos?,3,3,4,question
1578,Will, Project RED Relay. Not Project RED Design.,3,3,0,statement
1579,Saleh," This is what? Oh, okay.",3,3,4,question
1580,Vika, Oh.,3,3,0,statement
1581,Will, Okay.,3,3,0,statement
1582,Saleh, [SL] Dragon?,3,3,0,statement
1583,Vika," [SL] Oh, huge.",3,3,0,statement
1584,Saleh, Then?,3,3,4,question
1585,Katya, I opened it.,3,3,0,statement
1586,Will," So, choose your… who you are.",3,3,0,statement
1587,Oleg," So, we’re continuing with these here?",3,3,4,question
1588,Ashley, Yes.,3,3,0,statement
1589,Katya," I don’t have the third tab. You neither, right? So, are we starting all over again?",3,3,4,question
1590,Vika, Let’s find it. What was it? Twenty…forty…,3,3,4,question
1591,Will," So, now we choose two. Two people //that you’re gonna wanna send messages to.",3,3,0,statement
1592,Katya, //Twenty-five forty-one. Twenty-five forty-one.,3,3,0,statement
1593,Vika, [UI],3,3,0,statement
1594,Will," So, we’re opening Relay, when are we finishing?",3,3,4,question
1595,Vika," Oh, my previous ones…",3,3,0,statement
1596,Ashley, //I’m still not done here.,3,3,0,statement
1597,Saleh, //Two people for…huh?,3,3,4,question
1598,Vika, It opened the previous points for me.,3,3,0,statement
1599,Saleh," So, I have to select two people //just to send them messages? Like in the previous task?",3,3,4,question
1600,Ashley, //Good idea.,3,3,0,statement
1601,Will," Yeah, so, we’re gonna get…there’s like…there’s like…no, no, no. There is like a fake email thing, and you just have to forward it to people. You don’t have to read it; you don’t have to do anything with it. You just…",3,3,0,statement
1602,Ashley," But you have to read, like, the topic of it, what it is, so that //you know, like, to who is a better person…",3,3,0,statement
1603,Will," //Yeah, yeah. There is a subject line. You read the subject line, and you forward it to one of the people that you choose. You have to choose two people.",3,3,0,statement
1604,Ashley, [UI],3,3,0,statement
1605,Saleh," So, anything? Oh.",3,3,4,question
1606,Katya, And where is it? Where are we doing it?,3,3,4,question
1607,Vika," //Wait, is this Project RED again?",3,3,4,question
1608,Ashley," //Well, no. You pick two people in the beginning who you would like to be on your team, basically.",3,3,0,statement
1609,Katya, //Where?,3,3,4,question
1610,Will, //Project RED relay.,3,3,0,statement
1611,Vika, Oh.,3,3,0,statement
1612,Will, Okay. Here’s how we do it.,3,3,0,statement
1613,Ashley, And then they will give you something in your…,3,3,0,statement
1614,Vika, Okay.,3,3,0,statement
1615,Ashley," mailbox, //and, say, like, the topic says “Oh, we need to know about depth of the drill, basically”. And out of the two people that you’ve picked, you pick who you think the best person would be to get that message next.",3,3,0,statement
1616,Will," //We’ll say, we are doing…Desktop…",3,3,0,statement
1617,Vika, //Yeah.,3,3,1,disruption
1618,Will, //Damn!,3,3,0,statement
1619,Vika, Individual role. Where? No.,3,3,4,question
1620,Will, Mhm…Now...,3,3,0,statement
1621,Saleh, Who is mechanical engineer here?,3,3,4,question
1622,Ashley, [UI],3,3,0,statement
1623,Will, It’s showing it.,3,3,0,statement
1624,Katya, Relay.,3,3,0,statement
1625,Vika, Relay.,3,3,0,statement
1626,Katya, Relay. Mhm.,3,3,0,statement
1627,Vika, Okay.,3,3,0,statement
1628,Will, What is this?,3,3,4,question
1629,Ashley," Oh, my God! How many…",3,3,0,statement
1630,Saleh, [UI],3,3,0,statement
1631,Will," Hold on, hold on, hold on…Yes. Let’s close, let’s close. Okay. Now, choose yourself.",3,3,0,statement
1632,Saleh, Waiting for players to…,3,3,0,statement
1633,Katya, Thank you.,3,3,0,statement
1634,Saleh, [UI],3,3,0,statement
1635,Oleg, Okay…,3,3,0,statement
1636,Will, Hm?,3,3,4,question
1637,Saleh, //I put you?,3,3,4,question
1638,Oleg," //So, are we going back there?",3,3,4,question
1639,Will," Okay, yeah. Sure.",3,3,0,statement
1640,Ashley," Alright. //Let’s all…let’s all relax because we’ve gotta start at the same time, so…",3,3,0,statement
1641,Saleh, //I think I will forward to you.,3,3,0,statement
1642,Will," Well, no.// No. There is a lobby, so, it’s fine.",3,3,0,statement
1643,Salah, //We stopped. We’re waiting.,3,3,0,statement
1644,Ashley, Okay.,3,3,0,statement
1645,Oleg," Okay, guys. Let’s go back to that…",3,3,0,statement
1646,Saleh, Sixty-six.,3,3,0,statement
1647,Ashley, Yes. //I think we can close it.,3,3,0,statement
1648,Vika, //Project RED Relay.,3,3,0,statement
1649,Ashley, Yes.,3,3,0,statement
1650,Will, Could you show him?,3,3,4,question
1651,Oleg, Shall I close RED?,3,3,4,question
1652,Ashley, Yes. And you can open Project Relay or Project RED Relay.,3,3,0,statement
1653,Will," Just don’t minimize…//don’t minimize the camera. So, it’s like…",3,3,0,statement
1654,Katya, //Go to Desktop.,3,3,0,statement
1655,Oleg," Well, camera, yes, and here, //Project RED should I close it?",3,3,4,question
1656,Ashley," //Project RED you just close, right?",3,3,4,question
1657,Vika, To Desktop…,3,3,0,statement
1658,Will, Yes. Close it any way you want.,3,3,0,statement
1659,Ashley, [UI],3,3,0,statement
1660,Oleg, And now – this one.,3,3,0,statement
1661,Vika, The next one.,3,3,0,statement
1662,Ashley," Design. Dude, stop! Like…",3,3,0,statement
1663,Oleg, Drilling?,3,3,4,question
1664,Saleh, Seventy-five.,3,3,0,statement
1665,Oleg," Okay, we choose. Who do we choose?",3,3,4,question
1666,Will, Have you chosen already?,3,3,4,question
1667,Vika, Yes.,3,3,0,statement
1668,Katya," Yes, we’re waiting for somebody…twenty-five percent…",3,3,0,statement
1669,Ashley, Jesus! You guys have all done the survey?,3,3,4,question
1670,Ashley, //You guys actually think about these?,3,3,4,question
1671,Vika," //Yes, we are waiting for you, Ash.",3,3,0,statement
1672,Ashley," Okay, I’m just fucking slow apparently",3,3,0,statement
1673,Katya, //Can I drink some coffee?,3,3,4,question
1674,Will, //Focus on the survey. Don’t think about other things.,3,3,0,statement
1675,Ashley, God! //[UI],3,3,0,statement
1676,Katya, //Maybe some coffee?,3,3,4,question
1677,Vika, Right now? Are you sure? Maybe yes.,3,3,4,question
1678,Oleg, Which one?,3,3,4,question
1679,Will, //Eighty-three percent…,3,3,0,statement
1680,Vika, //Maybe after that?,3,3,4,question
1681,Ashley, [UI],3,3,0,statement
1682,Vika, To take a break…,3,3,0,statement
1683,Ashley and Saleh, //[UI],3,3,0,statement
1684,Vika, Oh my God…,3,3,0,statement
1685,Katya, Shall we get some dried strawberries? For snacking…,3,3,4,question
1686,Vika," Guys, dry strawberry? Hm?",3,3,4,question
1687,Ashley, Uh-huh.,3,3,3,follow-me
1688,Saleh, Yeah.,3,3,2,backchannel
1689,Ashley, [UI],3,3,0,statement
1690,Vika," I’ll get it…Here it is. //Or is it on the first shelf? On the first shelf, hold on…",3,3,4,question
1691,Saleh, //[SL] Why the AC is not working? Huh? Do you feel hot?,3,3,0,statement
1692,Will," No, I’m good.",3,3,0,statement
1693,Vika," Yes, there it is.",3,3,0,statement
1694,Katya, Found it?,4,3,4,question
1695,Vika, Yes… Pass it on.,4,3,0,statement
1696,Will," Oleg has chosen, right?",4,3,4,question
1697,Vika, No.,4,3,0,statement
1698,Oleg," What do you mean, no?",4,3,4,question
1699,Vika, You need to go ahead and choose.,4,3,0,statement
1700,Oleg, I chose two persons. I chose myself and two people.,4,3,0,statement
1701,Katya, No.,4,3,0,statement
1702,Vika, It seems…,4,3,0,statement
1703,Oleg, See? There they are – one and two. Please choose two…,4,3,4,question
1704,Vika, You only chose one.,4,3,0,statement
1705,Oleg, What if I do it this way?,4,3,4,question
1706,Vika, Now click Next.,4,3,0,statement
1707,Ashley, Jesus!,4,3,0,statement
1708,Oleg," Well, I was just waiting for everyone. Next?",4,3,4,question
1709,Vika," Well, we’re all waiting.",4,3,0,statement
1710,Will, Okay.,4,3,0,statement
1711,Vika, Ninety-one.,4,3,0,statement
1712,Katya, Oleg.,4,3,0,statement
1713,Saleh," So, now we will start. Ninety-one, yeah?",4,3,4,question
1714,Will," No, it’ll kick it over automatically.",4,3,0,statement
1715,Saleh:,"  So, this one is easy, yeah?",4,3,4,question
1716,Ashley, Mhm.,4,3,0,statement
1717,Will," Oh, yeah.",4,3,0,statement
1718,Ashley, [UI],4,3,0,statement
1719,Will, You’ll see. Don’t worry.,4,3,0,statement
1720,Salah, I didn’t do it the last time.,4,3,0,statement
1721,Will," I’ll walk you through…You’ll see on the left-hand side emails come in. You look at it, then click on it, and it will give you option to forward it to somebody.",4,3,0,statement
1722,Will, //You have to forward it to one of the two people.,4,3,0,statement
1723,Vika, //[UI],4,3,0,statement
1724,Katya, What’s there?,4,3,4,question
1725,Will, Based upon what it says on the title.,4,3,0,statement
1726,Vika, //I was afraid [UI],4,3,0,statement
1727,Saleh," //In case if the subject is not related. Like, for example…",4,3,0,statement
1728,Will," If it’s not related to anybody in your list, just send it forward because maybe somebody in",4,3,0,statement
1729,Saleh," Oh, okay.",4,3,0,statement
1730,Vika, Pass it on to everyone.,4,3,0,statement
1731,Will, Pass it on to everyone quickly.,4,3,0,statement
1732,Ashley," Oh, thank God! … Done!",4,3,0,statement
1733,Will, Hop right in. Let’s go.,4,3,0,statement
1734,Ashley," Okay. //So, now onto the Relay task.",4,3,0,statement
1735,Vika, //I want to open this.,4,3,0,statement
1736,Ashley, So…Desktop…Relay.,4,3,0,statement
1737,Will, Pass it on.,4,3,0,statement
1738,Will," Here we go. Okay, cool. Okay?... So, you see that message there? See how you can send it to",4,3,4,question
1739,Ashley, Are there any more strawberries?,4,3,4,question
1740,Oleg, Okay…,4,3,0,statement
1741,Vika, Do we have none left?,4,3,4,question
1742,Katya, Mhm.,4,3,0,statement
1743,Vika, Okay. Maybe later.,4,3,0,statement
1744,Ashley, No you’re fine. Okay. Take your time.,4,3,0,statement
1745,Will, Hm…,4,3,0,statement
1746,Oleg," Oh, it’s been ten minutes.",4,3,0,statement
1747,Saleh, How can we forward the message?,4,3,4,question
1748,Will," You choose one. So, click on this one.",4,3,0,statement
1749,Ashley, You are waiting for a new message.,4,3,0,statement
1750,Will," Oh, you don’t have any?",4,3,4,question
1751,Saleh," Oh, okay.",4,3,0,statement
1752,Ashley," You don’t have any messages…Oh yeah, and there were strict instructions //that we are",4,3,0,statement
1753,Oleg, //[UI],4,3,0,statement
1754,Katya, Mhm.,4,3,0,statement
1755,Ashley, It’s a change from last time.,4,3,0,statement
1756,Will, You just gotta select it and send it.,4,3,0,statement
1757,Will, [UI],4,3,0,statement
1758,Katya, My leg.,4,3,0,statement
1759,Will, This one?,4,3,4,question
1760,Oleg, Material…Pumps…pumps…,4,3,0,statement
1761,Will, Sorry. What is this?,4,3,4,question
1762,Oleg, [UI],4,3,0,statement
1763,Oleg, [UI],4,3,0,statement
1764,Will, Cool.,4,3,0,statement
1765,Katya," Excuse me, Oleg. It’s everything related to you.",4,3,0,statement
1766,Oleg," Yes, I understand. Everything has been resolved for me. I want to tell you that practically everything has reached us. Complete.",4,3,0,statement
1767,Katya, Mhm.,4,3,0,statement
1768,Oleg, Very fortunate.,4,3,0,statement
1769,Katya," Water filtration – it is…Well, okay. I’ll send it.",4,3,0,statement
1770,Ashley, You don’t say.,4,3,0,statement
1771,Vika, Great. Now I know who you’re connected to…,4,3,0,statement
1772,Ashley, Yeah. They said that //we can’t…,4,3,0,statement
1773,Katya, //[UI],4,3,0,statement
1774,Oleg, I do know who is sending messages to me.,4,3,0,statement
1775,Vika, Now I know //whom to send it to.,4,3,0,statement
1776,Ashley, //No communicating.,4,3,0,statement
1777,Oleg, Yes.,4,3,0,statement
1778,Ashley, No talking!,4,3,0,statement
1779,Oleg, I’m figuring out who is from where.,4,3,0,statement
1780,Oleg, Okay…Also leading.,4,3,0,statement
1781,Will, Bla-la-la-la,4,3,0,statement
1782,Vika, [UI],4,3,0,statement
1783,Will, Mhm.,4,3,0,statement
1784,Katya, Who is the hydrogeologist?,4,3,4,question
1785,Ashley, I see the drilling specialist is sending me a lot of stuff.,4,3,0,statement
1786,Vika," It’s just that I know about your connections, //so I’m sending it to you.",4,3,0,statement
1787,Katya," //I can see the hydrogeologist, sedimentologist…It’s just…",4,3,0,statement
1788,Ashley," //And who is the drilling specialist? Yeah, drilling specialist. You’re giving me a lot.",4,3,4,question
1789,Katya," Not only to you. She’s given Oleg a lot, too.",4,3,0,statement
1790,Vika, This one is for Oleg. Please pass it on.,4,3,0,statement
1791,Katya, Output.,4,3,0,statement
1792,Vika, Two minutes.,4,3,0,statement
1793,Katya," Shoot. So, okay.",4,3,0,statement
1794,Will, [PH] Beep-boop. Beep-boop. Beep-boop.,4,3,0,statement
1795,Vika, Here…This is for here.,4,3,0,statement
1796,Oleg, This message isn’t here for some reason. Water…water…,4,3,0,statement
1797,Will, Cool. Cool. Cool.,4,3,0,statement
1798,Vika, Who is communicating with…,4,3,0,statement
1799,Vika, There’s a connection here.,4,3,0,statement
1800,Saleh," So, you all send it to the operation specialist, yeah?",4,3,4,question
1801,Will, I send a lot to the operation specialist.,4,3,0,statement
1802,Vika, There’s a connection here.,4,3,0,statement
1803,Saleh:,  And they send it to Vika.,4,3,0,statement
1804,Vika, Hm?,4,3,4,question
1805,Saleh, Operation specialist.,4,3,0,statement
1806,Saleh, Thirty seconds.,4,3,0,statement
1807,Saleh," Three, two, one…",4,3,0,statement
1808,Will, Slice.,4,3,0,statement
1809,Saleh, Done.,4,3,0,statement
1810,Will:,  Slice and dice.,4,3,0,statement
1811,Ashley, Do we do this twice?,4,3,4,question
1812,Will, I think so.,4,3,0,statement
1813,Ashley, I think we do.,4,3,0,statement
1814,Oleg," No, there’s a lot there.",4,3,0,statement
1815,Ashley, I think that we’ll do it one more time.,4,3,0,statement
1816,Saleh, Done?,4,3,4,question
1817,Oleg, One more time?,4,3,4,question
1818,Ashley," Yes. //We do it one more time, I think.",4,3,0,statement
1819,Will," //Yes, but we’ll see.",4,3,0,statement
1820,Oleg, Are we choosing other pairs now?,4,3,4,question
1821,Will," Yeah, yes. Hold on, hold on.",4,3,0,statement
1822,Ashley," //Yes, we just pick a different pair this time.",4,3,0,statement
1823,Vika, //Not necessarily. You can choose the same.,4,3,0,statement
1824,Saleh, Again?,4,3,4,question
1825,Ashley, Yeah. Just pick different people. If you want.,4,3,0,statement
1826,Saleh, Okay.,4,3,0,statement
1827,Will, Boop-boop.,4,3,0,statement
1828,Vika, Beep-beep. Boop-boop,4,3,0,statement
1829,Ashley, [SL] Packards.,4,3,0,statement
1830,Katya," Now, somebody will suffer. The person that forwarded me all the messages.",4,3,0,statement
1831,Will, Somebody will suffer.,4,3,0,statement
1832,Katya, Here you go. There!,4,3,0,statement
1833,Vika, Uh-oh.,4,3,0,statement
1834,Will, I like it when you’re talking like you’re a kid on the block. Like…,4,3,0,statement
1835,Katya," Who are you? Hydrogeologist, yes?",4,3,4,question
1836,Vika, No.,4,3,0,statement
1837,Katya," Hydrogeologist, I know.",4,3,0,statement
1838,Vika, No.,4,3,0,statement
1839,Ashley," I should’ve picked you, Katya. Since you’ve sent me so many things.",4,3,0,statement
1840,Katya," [SL] Oh, no!",4,3,0,statement
1841,Ashley," No, I didn’t. I…",4,3,0,statement
1842,Katya," Okay, that’s it.",4,3,0,statement
